no,ctg_id,ctg_nm_level1,ctg_nm_level2,ctg_nm_level3,ctg_folder_level1,ctg_folder_level2,ctg_folder_level3
1,0001,가구,거실가구,장식장,L1_1,L2_1,L3_1
2,0002,가구,거실가구,TV거실장,L1_1,L2_1,L3_2
3,0003,가구,거실가구,거실테이블,L1_1,L2_1,L3_3
4,0004,가구,거실가구,사이드테이블,L1_1,L2_1,L3_4
5,0005,가구,거실가구,소파,L1_1,L2_1,L3_5
6,0006,가구,거실가구,거실의자,L1_1,L2_1,L3_6
7,0007,가구,거실가구,좌식의자,L1_1,L2_1,L3_7
8,0008,가구,거실가구,흔들의자,L1_1,L2_1,L3_8
9,0009,가구,사무/학습용가구,독서실책상,L1_1,L2_2,L3_9
10,0010,가구,사무/학습용가구,사무용 책상,L1_1,L2_2,L3_10
11,0011,가구,사무/학습용가구,일자형책상,L1_1,L2_2,L3_11
12,0012,가구,사무/학습용가구,협탁,L1_1,L2_2,L3_12
13,0013,가구,사무/학습용가구,캐비닛,L1_1,L2_2,L3_13
14,0014,가구,사무/학습용가구,책장,L1_1,L2_2,L3_14
15,0015,가구,사무/학습용가구,사무용의자,L1_1,L2_2,L3_15
16,0016,가구,야외용가구,벤치,L1_1,L2_3,L3_16
17,0017,가구,야외용가구,야외용의자(선베드),L1_1,L2_3,L3_17
18,0018,가구,주방침실가구,"주방수납장(상부, 하부장)",L1_1,L2_4,L3_18
19,0019,가구,주방침실가구,싱크대,L1_1,L2_4,L3_19
20,0020,가구,주방침실가구,침대,L1_1,L2_4,L3_20
21,0021,가구,주방침실가구,식탁,L1_1,L2_4,L3_21
22,0022,가구,주방침실가구,서랍장,L1_1,L2_4,L3_22
23,0023,가구,주방침실가구,스툴,L1_1,L2_4,L3_23
24,0024,가구,주방침실가구,옷장,L1_1,L2_4,L3_24
25,0025,가구,주방침실가구,2층침대,L1_1,L2_4,L3_25
26,0026,가구,주방침실가구,화장대(+거울),L1_1,L2_4,L3_26
27,0027,가전/디지털,계절가전,공기청정기,L1_2,L2_5,L3_27
28,0028,가전/디지털,계절가전,스탠드에어컨,L1_2,L2_5,L3_28
29,0029,가전/디지털,계절가전,벽걸이에어컨,L1_2,L2_5,L3_29
30,0030,가전/디지털,계절가전,잔디깎이,L1_2,L2_5,L3_30
31,0031,가전/디지털,계절가전,가습기,L1_2,L2_5,L3_31
32,0032,가전/디지털,계절가전,제습기,L1_2,L2_5,L3_32
33,0033,가전/디지털,계절가전,스탠드형 선풍기,L1_2,L2_5,L3_33
34,0034,가전/디지털,계절가전,천장형 선풍기,L1_2,L2_5,L3_34
35,0035,가전/디지털,계절가전,전기히터,L1_2,L2_5,L3_35
36,0036,가전/디지털,계절가전,라디에이터,L1_2,L2_5,L3_36
37,0037,가전/디지털,계절가전,서큘레이터,L1_2,L2_5,L3_37
38,0038,가전/디지털,주방가전,환풍기,L1_2,L2_6,L3_38
39,0039,가전/디지털,주방가전,전자레인지,L1_2,L2_6,L3_39
40,0040,가전/디지털,주방가전,가스레인지,L1_2,L2_6,L3_40
41,0041,가전/디지털,주방가전,가스레인지후드,L1_2,L2_6,L3_41
42,0042,가전/디지털,주방가전,믹서기 및 착즙기,L1_2,L2_6,L3_42
43,0043,가전/디지털,주방가전,오븐,L1_2,L2_6,L3_43
44,0044,가전/디지털,주방가전,에어프라이어,L1_2,L2_6,L3_44
45,0045,가전/디지털,주방가전,커피머신,L1_2,L2_6,L3_45
46,0046,가전/디지털,주방가전,전기밥솥,L1_2,L2_6,L3_46
47,0047,가전/디지털,주방가전,전기그릴,L1_2,L2_6,L3_47
48,0048,가전/디지털,주방가전,전기포트,L1_2,L2_6,L3_48
49,0049,가전/디지털,주방가전,토스터기,L1_2,L2_6,L3_49
50,0050,가전/디지털,주방가전,와인셀러,L1_2,L2_6,L3_50
51,0051,가전/디지털,주방가전,냉장고,L1_2,L2_6,L3_51
52,0052,가전/디지털,주방가전,김치냉장고,L1_2,L2_6,L3_52
53,0053,가전/디지털,주방가전,식기세척기,L1_2,L2_6,L3_53
54,0054,가전/디지털,주방가전,와플팬,L1_2,L2_6,L3_54
55,0055,가전/디지털,주방가전,음식물처리기,L1_2,L2_6,L3_55
56,0056,가전/디지털,주방가전,정수기(이온수기 포함),L1_2,L2_6,L3_56
57,0057,가전/디지털,생활가전,통돌이세탁기,L1_2,L2_7,L3_57
58,0058,가전/디지털,생활가전,드럼세탁기,L1_2,L2_7,L3_58
59,0059,가전/디지털,생활가전,다리미,L1_2,L2_7,L3_59
60,0060,가전/디지털,생활가전,재봉틀,L1_2,L2_7,L3_60
61,0061,가전/디지털,생활가전,일반청소기,L1_2,L2_7,L3_61
62,0062,가전/디지털,생활가전,무선청소기,L1_2,L2_7,L3_62
63,0063,가전/디지털,생활가전,핸디형청소기,L1_2,L2_7,L3_63
64,0064,가전/디지털,생활가전,로봇청소기,L1_2,L2_7,L3_64
65,0065,가전/디지털,영상가전,TV,L1_2,L2_8,L3_65
66,0066,가전/디지털,영상가전,브라운관TV,L1_2,L2_8,L3_66
67,0067,가전/디지털,영상가전,빔프로젝터,L1_2,L2_8,L3_67
68,0068,가전/디지털,영상가전,DSLR 카메라,L1_2,L2_8,L3_68
69,0069,가전/디지털,영상가전,폴라로이드 카메라,L1_2,L2_8,L3_69
70,0070,가전/디지털,영상가전,디지털카메라,L1_2,L2_8,L3_70
71,0071,가전/디지털,영상가전,삼각대,L1_2,L2_8,L3_71
72,0072,가전/디지털,영상가전,캠코더,L1_2,L2_8,L3_72
73,0073,가전/디지털,영상가전,VR기기,L1_2,L2_8,L3_73
74,0074,가전/디지털,영상가전,리모콘,L1_2,L2_8,L3_74
75,0075,가전/디지털,디지털기기,모니터(모니터 액세서리 포함),L1_2,L2_9,L3_75
76,0076,가전/디지털,디지털기기,노트북컴퓨터,L1_2,L2_9,L3_76
77,0077,가전/디지털,디지털기기,"태블릿PC ",L1_2,L2_9,L3_77
78,0078,가전/디지털,디지털기기,스마트폰,L1_2,L2_9,L3_78
79,0079,가전/디지털,디지털기기,휴대전화플립형,L1_2,L2_9,L3_79
80,0080,가전/디지털,디지털기기,스마트워치,L1_2,L2_9,L3_80
81,0081,가전/디지털,디지털기기,휴대기기 보조배터리,L1_2,L2_9,L3_81
82,0082,가전/디지털,디지털기기,키보드,L1_2,L2_9,L3_82
83,0083,가전/디지털,디지털기기,타자기,L1_2,L2_9,L3_83
84,0084,가전/디지털,디지털기기,마우스,L1_2,L2_9,L3_84
85,0085,가전/디지털,디지털기기,프린터기,L1_2,L2_9,L3_85
86,0086,가전/디지털,디지털기기,복합기,L1_2,L2_9,L3_86
87,0087,가전/디지털,디지털기기,데스크탑컴퓨터,L1_2,L2_9,L3_87
88,0088,가전/디지털,디지털기기,"휴대전화(바형, 버튼식)",L1_2,L2_9,L3_88
89,0089,가전/디지털,디지털기기,스캐너,L1_2,L2_9,L3_89
90,0090,가전/디지털,디지털기기,유심카드,L1_2,L2_9,L3_90
91,0091,가전/디지털,디지털기기,USB,L1_2,L2_9,L3_91
92,0092,가전/디지털,통신기기,가정용유선전화기,L1_2,L2_10,L3_92
93,0093,가전/디지털,통신기기,가정용무선전화기,L1_2,L2_10,L3_93
94,0094,가전/디지털,통신기기,홈네트워크단말기,L1_2,L2_10,L3_94
95,0095,가전/디지털,미용/헬스케어가전,전기면도기,L1_2,L2_11,L3_95
96,0096,가전/디지털,미용/헬스케어가전,헤어드라이어,L1_2,L2_11,L3_96
97,0097,가전/디지털,미용/헬스케어가전,헤어스타일링 기기(고데기),L1_2,L2_11,L3_97
98,0098,가전/디지털,미용/헬스케어가전,안마의자,L1_2,L2_11,L3_98
99,0099,가전/디지털,미용/헬스케어가전,손 건조기,L1_2,L2_11,L3_99
100,0100,가전/디지털,미용/헬스케어가전,손 소독기,L1_2,L2_11,L3_100
101,0101,가전/디지털,차량용기기,내비게이션,L1_2,L2_12,L3_101
102,0102,가전/디지털,차량용기기,주차정산기,L1_2,L2_12,L3_102
103,0103,가전/디지털,음향가전,스피커,L1_2,L2_13,L3_103
104,0104,가전/디지털,음향가전,LP플레이어,L1_2,L2_13,L3_104
105,0105,가전/디지털,음향가전,CD플레이어,L1_2,L2_13,L3_105
106,0106,가전/디지털,음향가전,오디오,L1_2,L2_13,L3_106
107,0107,가전/디지털,음향가전,유선이어폰,L1_2,L2_13,L3_107
108,0108,가전/디지털,음향가전,MP3 플레이어,L1_2,L2_13,L3_108
109,0109,가전/디지털,음향가전,라디오,L1_2,L2_13,L3_109
110,0110,가전/디지털,음향가전,무선이어폰,L1_2,L2_13,L3_110
111,0111,가전/디지털,음향가전,헤드폰,L1_2,L2_13,L3_111
112,0112,가전/디지털,음향가전,마이크,L1_2,L2_13,L3_112
113,0113,가전/디지털,보안기기,디지털도어록,L1_2,L2_14,L3_113
114,0114,가전/디지털,보안기기,CCTV,L1_2,L2_14,L3_114
115,0115,가전/디지털,보안기기,지문인식기,L1_2,L2_14,L3_115
116,0116,가전/디지털,상업용기기,신용카드 매출발행기,L1_2,L2_15,L3_116
117,0117,가전/디지털,상업용기기,현금인출기,L1_2,L2_15,L3_117
118,0118,가전/디지털,상업용기기,자판기,L1_2,L2_15,L3_118
119,0119,가전/디지털,상업용기기,POS 바코드 스캐너,L1_2,L2_15,L3_119
120,0120,가전/디지털,기타기기,드론,L1_2,L2_16,L3_120
121,0121,가전/디지털,기타기기,거리측정기(골프용),L1_2,L2_16,L3_121
122,0122,생활,주방용품,주방용 보관용기,L1_3,L2_17,L3_122
123,0123,생활,주방용품,머그컵,L1_3,L2_17,L3_123
124,0124,생활,주방용품,찻잔,L1_3,L2_17,L3_124
125,0125,생활,주방용품,물병,L1_3,L2_17,L3_125
126,0126,생활,주방용품,텀블러,L1_3,L2_17,L3_126
127,0127,생활,주방용품,맥주잔,L1_3,L2_17,L3_127
128,0128,생활,주방용품,보울(그릇),L1_3,L2_17,L3_128
129,0129,생활,주방용품,감자칼,L1_3,L2_17,L3_129
130,0130,생활,주방용품,갈릭프레스,L1_3,L2_17,L3_130
131,0131,생활,주방용품,칵테일쉐이커,L1_3,L2_17,L3_131
132,0132,생활,주방용품,와인잔,L1_3,L2_17,L3_132
133,0133,생활,주방용품,와인오프너,L1_3,L2_17,L3_133
134,0134,생활,주방용품,와인디캔터,L1_3,L2_17,L3_134
135,0135,생활,주방용품,접시거치대,L1_3,L2_17,L3_135
136,0136,생활,주방용품,절구,L1_3,L2_17,L3_136
137,0137,생활,주방용품,도시락(용기),L1_3,L2_17,L3_137
138,0138,생활,주방용품,비닐봉지,L1_3,L2_17,L3_138
139,0139,생활,주방용품,쟁반/트레이,L1_3,L2_17,L3_139
140,0140,생활,주방용품,얼음틀,L1_3,L2_17,L3_140
141,0141,생활,주방용품,냄비,L1_3,L2_17,L3_141
142,0142,생활,주방용품,가마솥,L1_3,L2_17,L3_142
143,0143,생활,주방용품,프라이팬/후라이팬,L1_3,L2_17,L3_143
144,0144,생활,주방용품,도마,L1_3,L2_17,L3_144
145,0145,생활,주방용품,숟가락,L1_3,L2_17,L3_145
146,0146,생활,주방용품,포크,L1_3,L2_17,L3_146
147,0147,생활,주방용품,젓가락,L1_3,L2_17,L3_147
148,0148,생활,주방용품,국자,L1_3,L2_17,L3_148
149,0149,생활,주방용품,주걱,L1_3,L2_17,L3_149
150,0150,생활,주방용품,주방용칼,L1_3,L2_17,L3_150
151,0151,생활,주방용품,채칼,L1_3,L2_17,L3_151
152,0152,생활,주방용품,빵칼,L1_3,L2_17,L3_152
153,0153,생활,주방용품,멀티쿠커,L1_3,L2_17,L3_153
154,0154,생활,주방용품,고무장갑,L1_3,L2_17,L3_154
155,0155,생활,주방용품,계량컵,L1_3,L2_17,L3_155
156,0156,생활,주방용품,저울,L1_3,L2_17,L3_156
157,0157,생활,주방용품,주전자/티포트,L1_3,L2_17,L3_157
158,0158,생활,주방용품,종이컵,L1_3,L2_17,L3_158
159,0159,생활,주방용품,식판,L1_3,L2_17,L3_159
160,0160,생활,주방용품,물티슈,L1_3,L2_17,L3_160
161,0161,생활,주방용품,앞치마,L1_3,L2_17,L3_161
162,0162,생활,주방용품,석쇠,L1_3,L2_17,L3_162
163,0163,생활,주방용품,항아리,L1_3,L2_17,L3_163
164,0164,생활,주방용품,음료용 빨대,L1_3,L2_17,L3_164
165,0165,생활,주방용품,비커,L1_3,L2_17,L3_165
166,0166,생활,주방용품,병따개,L1_3,L2_17,L3_166
167,0167,생활,주방용품,병뚜껑,L1_3,L2_17,L3_167
168,0168,생활,주방용품,부탄가스,L1_3,L2_17,L3_168
169,0169,생활,욕실용품,일반칫솔,L1_3,L2_18,L3_169
170,0170,생활,욕실용품,전동칫솔,L1_3,L2_18,L3_170
171,0171,생활,욕실용품,치간칫솔,L1_3,L2_18,L3_171
172,0172,생활,욕실용품,치실,L1_3,L2_18,L3_172
173,0173,생활,욕실용품,세면대,L1_3,L2_18,L3_173
174,0174,생활,욕실용품,변기,L1_3,L2_18,L3_174
175,0175,생활,욕실용품,욕조,L1_3,L2_18,L3_175
176,0176,생활,욕실용품,비데,L1_3,L2_18,L3_176
177,0177,생활,욕실용품,샤워헤드(샤워기+호스),L1_3,L2_18,L3_177
178,0178,생활,욕실용품,수도꼭지,L1_3,L2_18,L3_178
179,0179,생활,욕실용품,휴지걸이,L1_3,L2_18,L3_179
180,0180,생활,욕실용품,변기솔,L1_3,L2_18,L3_180
181,0181,생활,욕실용품,두루마리휴지,L1_3,L2_18,L3_181
182,0182,생활,욕실용품,각티슈,L1_3,L2_18,L3_182
183,0183,생활,욕실용품,치약,L1_3,L2_18,L3_183
184,0184,생활,욕실용품,디스펜서,L1_3,L2_18,L3_184
185,0185,생활,의료/헬스케어용품,휠체어,L1_3,L2_19,L3_185
186,0186,생활,의료/헬스케어용품,지팡이,L1_3,L2_19,L3_186
187,0187,생활,의료/헬스케어용품,목발,L1_3,L2_19,L3_187
188,0188,생활,의료/헬스케어용품,체중계,L1_3,L2_19,L3_188
189,0189,생활,의료/헬스케어용품,신장계,L1_3,L2_19,L3_189
190,0190,생활,의료/헬스케어용품,산소마스크,L1_3,L2_19,L3_190
191,0191,생활,의료/헬스케어용품,온도계,L1_3,L2_19,L3_191
192,0192,생활,의료/헬스케어용품,체온계,L1_3,L2_19,L3_192
193,0193,생활,의료/헬스케어용품,구급상자,L1_3,L2_19,L3_193
194,0194,생활,의료/헬스케어용품,일회용밴드(대일밴드),L1_3,L2_19,L3_194
195,0195,생활,의료/헬스케어용품,연고,L1_3,L2_19,L3_195
196,0196,생활,의료/헬스케어용품,알약,L1_3,L2_19,L3_196
197,0197,생활,의료/헬스케어용품,먼지차단마스크,L1_3,L2_19,L3_197
198,0198,생활,의료/헬스케어용품,방독면,L1_3,L2_19,L3_198
199,0199,생활,의료/헬스케어용품,면봉,L1_3,L2_19,L3_199
200,0200,생활,의료/헬스케어용품,콘택트렌즈,L1_3,L2_19,L3_200
201,0201,생활,의료/헬스케어용품,돋보기,L1_3,L2_19,L3_201
202,0202,생활,의료/헬스케어용품,현미경,L1_3,L2_19,L3_202
203,0203,생활,의료/헬스케어용품,핀셋,L1_3,L2_19,L3_203
204,0204,생활,의료/헬스케어용품,청진기,L1_3,L2_19,L3_204
205,0205,생활,의료/헬스케어용품,주사기,L1_3,L2_19,L3_205
206,0206,생활,홈데코/소품,디지털탁상시계,L1_3,L2_20,L3_206
207,0207,생활,홈데코/소품,탁상시계(자명종),L1_3,L2_20,L3_207
208,0208,생활,홈데코/소품,괘종시계,L1_3,L2_20,L3_208
209,0209,생활,홈데코/소품,벽시계,L1_3,L2_20,L3_209
210,0210,생활,홈데코/소품,크리스마스양말,L1_3,L2_20,L3_210
211,0211,생활,홈데코/소품,선물,L1_3,L2_20,L3_211
212,0212,생활,홈데코/소품,형광등,L1_3,L2_20,L3_212
213,0213,생활,홈데코/소품,스탠드조명,L1_3,L2_20,L3_213
214,0214,생활,홈데코/소품,탁상조명,L1_3,L2_20,L3_214
215,0215,생활,홈데코/소품,양초,L1_3,L2_20,L3_215
216,0216,생활,홈데코/소품,지구본,L1_3,L2_20,L3_216
217,0217,생활,홈데코/소품,종이상자,L1_3,L2_20,L3_217
218,0218,생활,홈데코/소품,전구,L1_3,L2_20,L3_218
219,0219,생활,홈데코/소품,문고리,L1_3,L2_20,L3_219
220,0220,생활,홈데코/소품,달력,L1_3,L2_20,L3_220
221,0221,생활,홈데코/소품,꽃병,L1_3,L2_20,L3_221
222,0222,생활,홈데코/소품,화분,L1_3,L2_20,L3_222
223,0223,생활,홈데코/소품,커튼,L1_3,L2_20,L3_223
224,0224,생활,홈데코/소품,블라인드,L1_3,L2_20,L3_224
225,0225,생활,홈데코/소품,창문,L1_3,L2_20,L3_225
226,0226,생활,홈데코/소품,크리스마스트리,L1_3,L2_20,L3_226
227,0227,생활,홈데코/소품,가랜드,L1_3,L2_20,L3_227
228,0228,생활,홈데코/소품,깃발,L1_3,L2_20,L3_228
229,0229,생활,홈데코/소품,호박등(할로윈),L1_3,L2_20,L3_229
230,0230,생활,홈데코/소품,보물상자,L1_3,L2_20,L3_230
231,0231,생활,홈데코/소품,트로피,L1_3,L2_20,L3_231
232,0232,생활,홈데코/소품,벽난로,L1_3,L2_20,L3_232
233,0233,생활,홈데코/소품,샹들리에,L1_3,L2_20,L3_233
234,0234,생활,홈데코/소품,어항,L1_3,L2_20,L3_234
235,0235,생활,홈데코/소품,행거,L1_3,L2_20,L3_235
236,0236,생활,홈데코/소품,베개,L1_3,L2_20,L3_236
237,0237,생활,홈데코/소품,모래시계,L1_3,L2_20,L3_237
238,0238,생활,홈데코/소품,종,L1_3,L2_20,L3_238
239,0239,생활,홈데코/소품,버티컬블라인드,L1_3,L2_20,L3_239
240,0240,생활,홈데코/소품,쿠션,L1_3,L2_20,L3_240
241,0241,생활,홈데코/소품,병풍,L1_3,L2_20,L3_241
242,0242,생활,홈데코/소품,리본(장식),L1_3,L2_20,L3_242
243,0243,생활,홈데코/소품,디퓨저,L1_3,L2_20,L3_243
244,0244,생활,홈데코/소품,부채,L1_3,L2_20,L3_244
245,0245,생활,홈데코/소품,문,L1_3,L2_20,L3_245
246,0246,생활,공구/부품,전동드릴,L1_3,L2_21,L3_246
247,0247,생활,공구/부품,드라이버,L1_3,L2_21,L3_247
248,0248,생활,공구/부품,못,L1_3,L2_21,L3_248
249,0249,생활,공구/부품,볼트(나사),L1_3,L2_21,L3_249
250,0250,생활,공구/부품,너트,L1_3,L2_21,L3_250
251,0251,생활,공구/부품,수평계,L1_3,L2_21,L3_251
252,0252,생활,공구/부품,사다리,L1_3,L2_21,L3_252
253,0253,생활,공구/부품,멀티탭,L1_3,L2_21,L3_253
254,0254,생활,공구/부품,공구함,L1_3,L2_21,L3_254
255,0255,생활,공구/부품,맥가이버칼,L1_3,L2_21,L3_255
256,0256,생활,공구/부품,플러그,L1_3,L2_21,L3_256
257,0257,생활,공구/부품,페인트붓,L1_3,L2_21,L3_257
258,0258,생활,공구/부품,줄자,L1_3,L2_21,L3_258
259,0259,생활,공구/부품,망치,L1_3,L2_21,L3_259
260,0260,생활,공구/부품,푸시형버튼,L1_3,L2_21,L3_260
261,0261,생활,공구/부품,콘센트,L1_3,L2_21,L3_261
262,0262,생활,공구/부품,파이프,L1_3,L2_21,L3_262
263,0263,생활,공구/부품,성냥,L1_3,L2_21,L3_263
264,0264,생활,공구/부품,대패,L1_3,L2_21,L3_264
265,0265,생활,공구/부품,덫,L1_3,L2_21,L3_265
266,0266,생활,공구/부품,전기톱,L1_3,L2_21,L3_266
267,0267,생활,공구/부품,가스밸브,L1_3,L2_21,L3_267
268,0268,생활,공구/부품,톱,L1_3,L2_21,L3_268
269,0269,생활,공구/부품,송곳,L1_3,L2_21,L3_269
270,0270,생활,사무/필기용품,각도기,L1_3,L2_22,L3_270
271,0271,생활,사무/필기용품,볼펜,L1_3,L2_22,L3_271
272,0272,생활,사무/필기용품,연필,L1_3,L2_22,L3_272
273,0273,생활,사무/필기용품,색연필,L1_3,L2_22,L3_273
274,0274,생활,사무/필기용품,붓,L1_3,L2_22,L3_274
275,0275,생활,사무/필기용품,팔레트,L1_3,L2_22,L3_275
276,0276,생활,사무/필기용품,스케치북,L1_3,L2_22,L3_276
277,0277,생활,사무/필기용품,깃털,L1_3,L2_22,L3_277
278,0278,생활,사무/필기용품,사무용 칼,L1_3,L2_22,L3_278
279,0279,생활,사무/필기용품,사무용 가위,L1_3,L2_22,L3_279
280,0280,생활,사무/필기용품,사무용 자,L1_3,L2_22,L3_280
281,0281,생활,사무/필기용품,스테이플러,L1_3,L2_22,L3_281
282,0282,생활,사무/필기용품,파일바인더,L1_3,L2_22,L3_282
283,0283,생활,사무/필기용품,사무용 집게,L1_3,L2_22,L3_283
284,0284,생활,사무/필기용품,서류봉투,L1_3,L2_22,L3_284
285,0285,생활,사무/필기용품,편지봉투,L1_3,L2_22,L3_285
286,0286,생활,사무/필기용품,자석,L1_3,L2_22,L3_286
287,0287,생활,사무/필기용품,연필깎이,L1_3,L2_22,L3_287
288,0288,생활,사무/필기용품,풀,L1_3,L2_22,L3_288
289,0289,생활,사무/필기용품,클립,L1_3,L2_22,L3_289
290,0290,생활,사무/필기용품,테이프,L1_3,L2_22,L3_290
291,0291,생활,사무/필기용품,돼지저금통,L1_3,L2_22,L3_291
292,0292,생활,사무/필기용품,필통,L1_3,L2_22,L3_292
293,0293,생활,사무/필기용품,만년필,L1_3,L2_22,L3_293
294,0294,생활,사무/필기용품,계산기,L1_3,L2_22,L3_294
295,0295,생활,사무/필기용품,도장,L1_3,L2_22,L3_295
296,0296,생활,사무/필기용품,책(일반도서)+잡지,L1_3,L2_22,L3_296
297,0297,생활,사무/필기용품,나침반,L1_3,L2_22,L3_297
298,0298,생활,사무/필기용품,주판,L1_3,L2_22,L3_298
299,0299,생활,사무/필기용품,스톱워치,L1_3,L2_22,L3_299
300,0300,생활,사무/필기용품,강연대,L1_3,L2_22,L3_300
301,0301,생활,차량용품,(차량용)휴대폰거치대,L1_3,L2_23,L3_301
302,0302,생활,기호/미용용품,전자담배,L1_3,L2_24,L3_302
303,0303,생활,기호/미용용품,헤어롤,L1_3,L2_24,L3_303
304,0304,생활,기호/미용용품,마스크팩,L1_3,L2_24,L3_304
305,0305,생활,기호/미용용품,담배,L1_3,L2_24,L3_305
306,0306,생활,기호/미용용품,브러시(화장용),L1_3,L2_24,L3_306
307,0307,생활,기호/미용용품,헤어브러시,L1_3,L2_24,L3_307
308,0308,생활,기호/미용용품,라이터,L1_3,L2_24,L3_308
309,0309,생활,기호/미용용품,시가(파이프),L1_3,L2_24,L3_309
310,0310,생활,안전/보안용품,다이얼금고,L1_3,L2_25,L3_310
311,0311,생활,안전/보안용품,열쇠형 금고,L1_3,L2_25,L3_311
312,0312,생활,안전/보안용품,안전삼각대,L1_3,L2_25,L3_312
313,0313,생활,안전/보안용품,경광봉,L1_3,L2_25,L3_313
314,0314,생활,안전/보안용품,호루라기,L1_3,L2_25,L3_314
315,0315,생활,안전/보안용품,소화기,L1_3,L2_25,L3_315
316,0316,생활,안전/보안용품,열쇠,L1_3,L2_25,L3_316
317,0317,생활,안전/보안용품,자물쇠,L1_3,L2_25,L3_317
318,0318,생활,안전/보안용품,자전거용 자물쇠,L1_3,L2_25,L3_318
319,0319,생활,음악/취미용품,카세트테이프,L1_3,L2_26,L3_319
320,0320,생활,음악/취미용품,LP,L1_3,L2_26,L3_320
321,0321,생활,음악/취미용품,1인용게임기,L1_3,L2_26,L3_321
322,0322,생활,음악/취미용품,조이스틱,L1_3,L2_26,L3_322
323,0323,생활,음악/취미용품,다인용게임기 컨트롤러,L1_3,L2_26,L3_323
324,0324,생활,음악/취미용품,퍼즐,L1_3,L2_26,L3_324
325,0325,생활,음악/취미용품,큐브,L1_3,L2_26,L3_325
326,0326,생활,음악/취미용품,바이올린,L1_3,L2_26,L3_326
327,0327,생활,음악/취미용품,첼로,L1_3,L2_26,L3_327
328,0328,생활,음악/취미용품,기타,L1_3,L2_26,L3_328
329,0329,생활,음악/취미용품,전자기타,L1_3,L2_26,L3_329
330,0330,생활,음악/취미용품,북,L1_3,L2_26,L3_330
331,0331,생활,음악/취미용품,꽹과리,L1_3,L2_26,L3_331
332,0332,생활,음악/취미용품,단소/피리,L1_3,L2_26,L3_332
333,0333,생활,음악/취미용품,플룻,L1_3,L2_26,L3_333
334,0334,생활,음악/취미용품,색소폰,L1_3,L2_26,L3_334
335,0335,생활,음악/취미용품,클라리넷,L1_3,L2_26,L3_335
336,0336,생활,음악/취미용품,하모니카,L1_3,L2_26,L3_336
337,0337,생활,음악/취미용품,호른,L1_3,L2_26,L3_337
338,0338,생활,음악/취미용품,트럼펫,L1_3,L2_26,L3_338
339,0339,생활,음악/취미용품,아코디언,L1_3,L2_26,L3_339
340,0340,생활,음악/취미용품,드럼,L1_3,L2_26,L3_340
341,0341,생활,음악/취미용품,심벌즈,L1_3,L2_26,L3_341
342,0342,생활,음악/취미용품,업라이트피아노,L1_3,L2_26,L3_342
343,0343,생활,음악/취미용품,그랜드피아노,L1_3,L2_26,L3_343
344,0344,생활,음악/취미용품,캐스터네츠,L1_3,L2_26,L3_344
345,0345,생활,음악/취미용품,트라이앵글,L1_3,L2_26,L3_345
346,0346,생활,음악/취미용품,오보에,L1_3,L2_26,L3_346
347,0347,생활,음악/취미용품,삽,L1_3,L2_26,L3_347
348,0348,생활,음악/취미용품,분무기,L1_3,L2_26,L3_348
349,0349,생활,음악/취미용품,마림바,L1_3,L2_26,L3_349
350,0350,생활,음악/취미용품,하프,L1_3,L2_26,L3_350
351,0351,생활,음악/취미용품,오카리나,L1_3,L2_26,L3_351
352,0352,생활,음악/취미용품,리코더,L1_3,L2_26,L3_352
353,0353,생활,음악/취미용품,체스,L1_3,L2_26,L3_353
354,0354,생활,음악/취미용품,바둑판,L1_3,L2_26,L3_354
355,0355,생활,음악/취미용품,건반,L1_3,L2_26,L3_355
356,0356,생활,음악/취미용품,망원경,L1_3,L2_26,L3_356
357,0357,생활,음악/취미용품,실로폰,L1_3,L2_26,L3_357
358,0358,생활,음악/취미용품,파이프오르간,L1_3,L2_26,L3_358
359,0359,생활,음악/취미용품,팬파이프,L1_3,L2_26,L3_359
360,0360,생활,음악/취미용품,이젤,L1_3,L2_26,L3_360
361,0361,생활,음악/취미용품,탬버린,L1_3,L2_26,L3_361
362,0362,생활,음악/취미용품,셀카봉,L1_3,L2_26,L3_362
363,0363,생활,반려동물용품,캣타워,L1_3,L2_27,L3_363
364,0364,생활,반려동물용품,말 안장,L1_3,L2_27,L3_364
365,0365,생활,반려동물용품,새집,L1_3,L2_27,L3_365
366,0366,생활,반려동물용품,입마개(강아지),L1_3,L2_27,L3_366
367,0367,생활,반려동물용품,개껌,L1_3,L2_27,L3_367
368,0368,생활,스포츠/레저용품,침낭,L1_3,L2_28,L3_368
369,0369,생활,스포츠/레저용품,카라반,L1_3,L2_28,L3_369
370,0370,생활,스포츠/레저용품,러닝머신,L1_3,L2_28,L3_370
371,0371,생활,스포츠/레저용품,노,L1_3,L2_28,L3_371
372,0372,생활,스포츠/레저용품,케틀벨,L1_3,L2_28,L3_372
373,0373,생활,스포츠/레저용품,로잉머신,L1_3,L2_28,L3_373
374,0374,생활,스포츠/레저용품,철봉,L1_3,L2_28,L3_374
375,0375,생활,스포츠/레저용품,헬스사이클,L1_3,L2_28,L3_375
376,0376,생활,스포츠/레저용품,아령,L1_3,L2_28,L3_376
377,0377,생활,스포츠/레저용품,골프클럽,L1_3,L2_28,L3_377
378,0378,생활,스포츠/레저용품,트램폴린,L1_3,L2_28,L3_378
379,0379,생활,스포츠/레저용품,스텝퍼/스텝박스,L1_3,L2_28,L3_379
